Company,TypeName,Inches,Ram,OpSys,Weight,Price,HasIpsPanel,HasTouchScreen,ResWidth,ResHeight,ResCategory,Ppi,Ssd,Hdd,Flash,Hybrid,CpuCategory,CpuSpeedGhz,GpuCategory
Dell,Gaming,17.3,16,Windows 10,4.42,143803,1,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,17.3,8,Windows 10,2.65,28992,0,0,1600,900,Mid,106.11,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
HP,Notebook,17.3,8,Windows 10,2.63,68198,0,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,2.7,Nvidia Mid-End
Asus,Notebook,15.6,4,Linux,2.0,11935,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.1,Intel Low-End
Mediacom,Notebook,13.3,4,Windows 10,1.35,13586,1,0,1920,1080,Mid,165.63,0,0,32,0,Other Intel,1.44,Intel Low-End
Lenovo,Notebook,17.3,6,Windows 10,2.8,50563,0,0,1600,900,Mid,106.11,128,1000,0,0,Intel Core i7,2.7,Nvidia Mid-End
HP,Notebook,15.6,6,Windows 10,1.91,30311,1,0,1920,1080,Mid,141.21,128,0,0,0,AMD A10,2.5,AMD Mid-End
Dell,Notebook,15.6,4,Windows 10,2.18,32922,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.0,AMD Low-End
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18595,1,1,1920,1080,Mid,189.91,0,0,32,0,Other Intel,2.0,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.05,33566,0,0,1920,1080,Mid,141.21,128,0,0,0,Intel Core i3,2.7,Intel Low-End
HP,Ultrabook,13.3,16,Windows 10,1.16,104695,1,1,3200,1800,Ultra,276.05,512,0,0,0,Other Intel,1.2,Intel Low-End
Lenovo,Notebook,17.3,8,Windows 10,3.4,159787,1,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i7,2.8,Nvidia Quadro
Asus,Notebook,15.6,8,Windows 10,2.5,44702,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Dell,Ultrabook,13.3,8,Windows 10,1.21,85195,1,1,3840,2160,Ultra,331.26,128,0,0,0,Intel Core i5,1.6,Intel Mid-End
Dell,Notebook,15.6,4,Windows 10,1.93,51096,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.6,Intel Low-End
Fujitsu,Notebook,15.6,8,Windows 10,2.2,39374,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328,0,0,1920,1080,Mid,141.21,0,500,0,0,Other Intel,1.1,Intel Low-End
Lenovo,Notebook,14.0,4,Windows 10,2.02,52747,0,0,1366,768,Low,111.94,0,500,0,0,Intel Core i5,2.5,Intel Low-End
HP,Workstation,17.3,8,Windows 10,3.14,99154,0,0,1600,900,Mid,106.11,0,500,0,0,Intel Core i5,2.8,Nvidia Quadro
HP,Notebook,14.0,8,Windows 10,1.94,20726,0,0,1366,768,Low,111.94,0,2000,0,0,Other Intel,1.6,Intel Low-End
HP,Notebook,15.6,6,Windows 10,1.95,34579,1,0,1920,1080,Mid,141.21,256,0,0,0,AMD A9,3.0,AMD Mid-End
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.05,36497,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,1.6,Intel Low-End
Mediacom,Notebook,14.0,4,Windows 10,1.4,13267,0,0,1920,1080,Mid,157.35,32,0,0,0,Other Intel,1.44,Intel Low-End
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,99367,0,1,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Gaming,17.3,32,Windows 10,4.6,141885,1,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.7,Nvidia High-End
MSI,Gaming,17.3,16,Windows 10,4.14,145401,0,0,1920,1080,Mid,127.34,512,1000,0,0,Intel Core i7,2.9,Nvidia High-End
Dell,Notebook,15.6,8,Linux,2.2,39907,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,AMD Low-End
Mediacom,Notebook,14.0,4,Windows 10,1.45,20726,1,0,1920,1080,Mid,157.35,32,0,0,0,Other Intel,1.1,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,1.9,53734,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.6,Intel Low-End
HP,Notebook,13.3,4,Windows 10,1.49,38308,0,0,1920,1080,Mid,165.63,128,0,0,0,Intel Core i3,2.4,Intel Low-End
Dell,Notebook,15.6,16,Windows 10,1.93,81912,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia Mid-End
Dell,Netbook,11.6,4,Chrome OS,1.26,15718,0,0,1366,768,Low,135.09,0,0,16,0,Other Intel,1.6,Intel Low-End
MSI,Gaming,17.3,16,Windows 10,4.5,125155,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.7,Nvidia High-End
HP,Gaming,17.3,16,Windows 10,3.78,79813,1,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,89137,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.6,Intel Low-End
Lenovo,Notebook,15.6,12,Windows 10,2.2,32448,0,1,1366,768,Low,100.45,0,1000,0,0,Intel Core i7,1.8,Intel Low-End
Asus,Gaming,17.3,8,Windows 10,2.73,94306,1,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39374,0,1,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,12,Windows 10,2.2,50563,0,0,1920,1080,Mid,141.21,512,0,0,0,AMD A12,3.6,AMD Mid-End
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,32128,0,1,1366,768,Low,135.09,128,0,0,0,Other Intel,1.0,Intel Low-End
Samsung,Notebook,15.6,16,Windows 10,2.5,90523,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,17.3,4,No OS,2.8,28185,0,0,1920,1080,Mid,127.34,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,2.29,24456,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.3,Intel Low-End
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892,1,1,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,14.0,8,Windows 10,1.7,78535,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88978,0,1,1920,1080,Mid,176.23,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Workstation,15.6,8,Windows 10,2.06,93933,0,1,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia Quadro
HP,Notebook,15.6,8,Windows 10,1.84,64948,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Intel Low-End
HP,Notebook,15.6,4,Windows 10,2.1,35617,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i3,2.4,Intel Low-End
Acer,Notebook,14.0,4,Windows 10,1.6,17529,0,0,1920,1080,Mid,157.35,0,0,32,0,Other Intel,1.1,Intel Low-End
MSI,Gaming,17.3,16,Windows 10,4.14,117163,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.7,Nvidia High-End
Dell,Notebook,15.6,4,Linux,2.18,24775,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.0,AMD Low-End
MSI,Gaming,15.6,16,Windows 10,1.8,122491,0,0,3840,2160,Ultra,282.42,256,2000,0,0,Intel Core i7,2.8,Nvidia High-End
Toshiba,Notebook,15.6,8,Windows 10,2.2,74539,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.5,Intel Low-End
Lenovo,Notebook,15.6,6,Windows 10,2.4,30050,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69211,1,1,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Intel Low-End
Acer,Notebook,14.0,4,Windows 10,1.6,18595,0,0,1366,768,Low,111.94,0,0,128,0,Other Intel,1.6,Intel Low-End
Lenovo,Notebook,15.6,32,Windows 10,2.5,261019,1,0,3840,2160,Ultra,282.42,1000,0,0,0,Other Intel,3.1,Nvidia Quadro
Dell,Gaming,15.6,16,Windows 10,2.59,46834,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.6,Nvidia High-End
Dell,Notebook,15.6,4,Linux,2.18,23651,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Dell,Notebook,15.6,4,Linux,2.25,19128,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Dell,Notebook,15.6,4,Linux,1.93,46300,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.6,Intel Low-End
Asus,Gaming,17.3,8,Windows 10,3.0,62231,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,15.6,4,Linux,2.18,30316,0,0,1920,1080,Mid,141.21,128,0,0,0,Intel Core i5,2.5,AMD Low-End
HP,Ultrabook,15.6,8,Windows 10,1.84,74006,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.7,Intel Low-End
MSI,Gaming,15.6,16,Windows 10,2.94,120832,0,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193,1,1,1366,768,Low,135.09,0,0,32,0,Other Intel,1.6,Intel Low-End
HP,Notebook,14.0,8,Windows 10,2.31,59887,0,0,1366,768,Low,111.94,256,0,0,0,Intel Core i5,2.6,Intel Low-End
Lenovo,Notebook,14.0,8,Windows 7,1.65,78055,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.3,Intel Low-End
Dell,Notebook,15.6,4,Windows 10,2.2,41345,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,1.6,AMD Mid-End
Fujitsu,Notebook,15.6,8,Windows 10,2.2,42571,0,0,1366,768,Low,100.45,256,0,0,0,Intel Core i5,2.5,Intel Low-End
HP,Notebook,15.6,4,Windows 7,1.88,49657,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.3,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,2.2,47899,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,Nvidia Low-End
Mediacom,Notebook,14.0,2,Windows 10,1.4,12734,0,0,1920,1080,Mid,157.35,0,0,32,0,Other Intel,1.44,Intel Low-End
Lenovo,Notebook,15.6,4,No OS,2.2,24935,0,0,1920,1080,Mid,141.21,128,0,0,0,Intel Core i5,2.5,Intel Low-End
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046,0,1,1920,1080,Mid,165.63,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.0,96970,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
Asus,Ultrabook,14.0,16,Windows 10,1.1,101232,0,0,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Gaming,15.6,16,Windows 10,2.62,78801,0,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,4,Windows 10,1.8,44169,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,30849,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,Nvidia Low-End
Asus,Notebook,15.6,8,Windows 10,2.0,21259,0,0,1366,768,Low,100.45,0,1000,0,0,Other Intel,1.1,Intel Low-End
Asus,Notebook,15.6,8,Windows 10,1.99,48305,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Dell,Ultrabook,13.3,8,Windows 10,1.23,99580,0,1,3200,1800,Ultra,276.05,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Lenovo,Notebook,14.0,2,Windows 10,1.42,13267,0,0,1366,768,Low,111.94,0,0,32,0,Other Intel,1.6,Intel Low-End
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635,1,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Notebook,15.6,16,Windows 10,2.06,127819,0,1,3840,2160,Ultra,282.42,1000,0,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Gaming,15.6,8,Windows 10,2.5,59088,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,17.0,8,Windows 10,2.6,27754,0,0,1600,900,Mid,107.99,0,1000,0,0,AMD A9,3.0,AMD Low-End
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,130536,1,0,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Gaming,15.6,8,No OS,2.5,62284,1,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,Notebook,15.6,4,Windows 10,2.4,23976,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,14.0,4,Windows 10,1.43,14599,0,0,1366,768,Low,111.94,0,0,32,0,Other Intel,1.6,Intel Low-End
Acer,Ultrabook,14.0,8,Windows 10,1.8,48964,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Other
Razer,Gaming,14.0,16,Windows 10,1.95,138475,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
Toshiba,Notebook,13.3,8,Windows 10,1.2,64629,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.3,Intel Low-End
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84396,1,0,1920,1080,Mid,176.23,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Gaming,17.3,32,Windows 10,3.8,149131,1,0,1920,1080,Mid,127.34,512,0,0,0,Intel Core i7,2.7,Nvidia High-End
Acer,Gaming,15.6,8,Linux,2.4,37776,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Dell,Ultrabook,13.3,8,Windows 10,1.2,77251,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
MSI,Gaming,15.6,8,Windows 10,2.2,63499,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,15.6,4,No OS,1.86,19442,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Toshiba,Notebook,15.6,8,Windows 10,2.0,56690,1,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.2,48964,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,AMD Mid-End
Dell,Notebook,15.6,16,Windows 10,2.2,60473,0,0,1920,1080,Mid,141.21,256,2000,0,0,Intel Core i7,1.8,AMD Mid-End
Lenovo,Gaming,15.6,8,Windows 10,3.31,63723,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.6,Nvidia High-End
Dell,Gaming,17.3,32,Windows 10,4.42,167692,1,0,3840,2160,Ultra,254.67,512,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,14.0,8,Windows 10,1.56,65481,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.4,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.1,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,28505,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,2.3,Intel Low-End
HP,Notebook,15.6,6,Windows 10,2.04,28718,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,AMD Low-End
MSI,Gaming,17.3,8,Windows 10,2.7,79215,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i3,2.1,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.06,50882,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
HP,Notebook,15.6,8,Windows 10,2.1,39694,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,AMD Mid-End
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,Notebook,15.6,4,Linux,2.1,21951,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i3,2.0,Intel Low-End
Microsoft,Ultrabook,13.5,8,Windows 10,1.252,99519,0,1,2256,1504,High,200.84,256,0,0,0,Intel Core i7,2.8,Intel High-End
Lenovo,Notebook,15.6,8,Windows 10,1.9,43580,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,2.5,AMD Low-End
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55092,1,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,18595,0,0,1366,768,Low,100.45,128,0,0,0,AMD E-Series,2.2,AMD Low-End
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,37243,1,1,1920,1080,Mid,157.35,128,0,0,0,Intel Core i3,2.4,Nvidia Mid-End
MSI,Gaming,15.6,16,Windows 10,2.4,68944,0,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Asus,Ultrabook,14.0,8,Windows 10,1.1,60473,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26374,0,1,1366,768,Low,135.09,0,0,64,0,Other Intel,1.1,Intel Low-End
LG,Ultrabook,15.6,8,Windows 10,1.09,122491,1,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,1.8,Intel Low-End
Acer,Gaming,15.6,16,Windows 10,2.5,69211,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
MSI,Gaming,15.6,8,Windows 10,2.2,53168,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
Asus,Notebook,15.6,4,Windows 10,1.86,22324,0,0,1366,768,Low,100.45,128,0,0,0,Other Intel,1.1,Intel Low-End
Dell,Gaming,15.6,16,Windows 10,3.21,109277,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,2.5,Nvidia High-End
HP,Notebook,17.3,4,Windows 10,2.5,37243,1,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i3,2.0,AMD Low-End
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,79867,1,1,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,1.8,Intel Mid-End
Dell,Gaming,15.6,16,Windows 10,3.49,149917,0,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.9,Nvidia High-End
HP,Notebook,15.6,4,Windows 10,1.86,32640,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.5,AMD Mid-End
Dell,Notebook,15.6,4,Windows 10,2.2,29073,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.0,AMD Low-End
HP,Notebook,17.3,6,Windows 10,2.65,30316,1,0,1920,1080,Mid,127.34,0,2000,0,0,AMD A10,2.4,AMD Mid-End
Lenovo,Notebook,15.6,4,Windows 10,2.1,16943,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.6,Intel Low-End
Acer,Notebook,14.0,4,Chrome OS,1.45,19980,0,0,1366,768,Low,111.94,0,0,32,0,Other Intel,1.6,Intel Low-End
Lenovo,Notebook,14.0,4,Windows 10,1.7,37243,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
HP,Workstation,17.3,8,Windows 10,3.14,101658,0,0,1920,1080,Mid,127.34,0,500,0,0,Intel Core i7,2.8,Nvidia Quadro
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,137995,0,1,2560,1440,High,209.8,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,Netbook,11.6,4,Windows 10,1.4,14332,0,0,1366,768,Low,135.09,0,0,32,0,Other Intel,1.6,Intel Low-End
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,93187,0,1,1920,1080,Mid,157.35,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644,0,1,1920,1080,Mid,176.23,0,0,64,0,Other Intel,0.9,Intel Low-End
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100007,0,1,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,2.5,Intel Low-End
HP,Notebook,15.6,4,Windows 10,2.1,36710,1,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i7,2.7,AMD Mid-End
Dell,Gaming,15.6,8,Windows 10,2.56,43636,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Lenovo,Notebook,15.6,4,Windows 10,2.2,21259,0,0,1920,1080,Mid,141.21,256,0,0,0,AMD A9,2.9,AMD Mid-End
Lenovo,Notebook,15.6,8,Windows 10,2.2,22857,0,0,1366,768,Low,100.45,0,1000,0,0,AMD A12,3.6,AMD Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.1,33111,0,0,1920,1080,Mid,141.21,0,2000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,No OS,1.9,23976,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.18,42358,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,53227,1,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Lenovo,Workstation,15.6,16,Windows 7,2.18,98834,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.5,Nvidia Quadro
Lenovo,Notebook,14.0,8,Windows 10,1.8,63456,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.3,Intel Low-End
HP,Notebook,17.3,6,Windows 10,2.71,34899,1,0,1920,1080,Mid,127.34,0,2000,0,0,AMD A10,2.5,AMD Mid-End
Lenovo,Gaming,15.6,8,Windows 10,2.5,66547,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,14.0,8,Linux,1.64,58022,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.8,Nvidia Mid-End
Dell,Notebook,15.6,8,Linux,1.98,38681,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Notebook,14.0,4,Windows 10,1.5,15877,0,0,1920,1080,Mid,157.35,0,0,32,0,Other Intel,1.1,Intel Low-End
Dell,Notebook,15.6,16,Windows 10,1.93,76012,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i5,2.6,Intel Low-End
Lenovo,Notebook,14.0,8,Windows 10,1.87,45665,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Nvidia Low-End
Dell,Notebook,15.6,8,Windows 10,1.9,62817,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.6,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,2.19,15877,0,0,1366,768,Low,100.45,0,500,0,0,AMD A6,2.0,AMD Low-End
Mediacom,Notebook,14.0,4,Windows 10,1.4,14119,1,0,1920,1200,High,161.73,0,32,0,0,Other Intel,1.92,Intel Low-End
HP,Notebook,17.3,8,Windows 10,2.63,63936,0,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i7,2.7,Nvidia Mid-End
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,89864,1,0,2560,1440,High,209.8,512,0,0,0,Intel Core i7,2.5,Intel Low-End
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574,1,1,1366,768,Low,117.83,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,79867,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Gaming,17.3,32,Windows 10,4.36,194973,0,0,3840,2160,Ultra,254.67,1000,1000,0,0,Intel Core i7,2.8,Nvidia High-End
MSI,Gaming,17.3,8,Windows 10,2.7,71847,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,4,No OS,1.9,26102,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.2,38308,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,1.6,AMD Mid-End
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,34579,0,1,1920,1080,Mid,165.63,0,1000,0,0,Intel Core i3,2.4,Intel Low-End
Dell,Notebook,15.6,8,Linux,2.32,31410,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,AMD Mid-End
HP,Notebook,15.6,4,Windows 10,2.1,26054,0,0,1920,1080,Mid,141.21,0,1000,0,0,AMD A9,3.0,AMD Mid-End
Acer,Gaming,17.3,16,Windows 10,4.2,103097,1,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.6,Nvidia High-End
Dell,Notebook,15.6,12,Windows 10,2.25,34579,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
HP,Notebook,15.6,6,Windows 10,2.1,34632,0,0,1920,1080,Mid,141.21,128,1000,0,0,AMD A9,3.0,AMD Mid-End
Acer,Notebook,15.6,4,Windows 10,2.4,29784,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,13.3,8,Windows 10,1.44,51149,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,1.85,41505,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,Intel Low-End
